الرقم,اسم الشركة,الهاتف,الإيميل,الموقع,العنوان,القطاع,رقم الصفحة,تاريخ الاستخراج
4362,الكوبرا للرخام والجرانيت,01033000335,alcobr2021@gmail.com,https://www.alcobra2mg.com/,جمهورية مصر العربية – القاهرة - شق التعبان زهراء المعادي-  طريق الاوتوستراد امام سجن طره - خامس مصنع من بوابة شق التعبان.  						محافظة القاهرة,مواد البناء,452,2025-07-22T04:52:05.717556
4363,شركه شحوت للاستيراد والتصدير,,Shahot_2009@yahoo.com,,محافظة البحيرة,الأثاث,452,2025-07-22T04:52:05.718276
4364,الفرقان للمقاولات والتصدير,٠٣٥٥٢٤٨٦٩,hanysalehbasha@yahoo.com,,١٧ ش سامى رؤوف متفرع من اسكندر ابراهيم ميامى  						محافظة الاسكندرية,الحاصلات الزراعية,452,2025-07-22T04:52:05.718882
4365,الاسكندرية الزراعية,(202) 37626339,htm@lamaregypt.com,http://www.lamaregypt.com,36 شارع مصدق الدقى - الجيزة  						محافظة الجيزة,الصناعات الغذائية,452,2025-07-22T04:52:05.719458
4366,النخب التجارية,002 03 545 9652,Hany@tradeelites.com,http://tradeelites.com,رقم 15 شارع على باشا ذو الفقار تقاطع سكينه بنت الحسين- كفر عبده - الأسكندرية  						محافظة الاسكندرية,الحاصلات الزراعية,452,2025-07-22T04:52:05.720012
4367,فرى مودرن إيجبت للتصدير,01090294647,hanyderbala@hotmail.com,,شارع فاطمة الزهراء - دمنهور - محافظة البحيرة  						محافظة البحيرة,الحاصلات الزراعية,452,2025-07-22T04:52:05.720568
4368,هيربس جروب للاستيراد والتصدير,0201097115280,sinbad1583@gmail.com,http://www.herbs-group.com/about.html,شارع الجلاء ، مركز ابشواى ، الفيوم ، مصر  						محافظة الفيوم,الحاصلات الزراعية,452,2025-07-22T04:52:05.721117
4369,A.L.A.M Trading,0244918017,info@alamtrading-eg.com,,العبور الحي الاول  						محافظة القليوبية,مواد البناء,452,2025-07-22T04:52:05.721669
4370,المشرق للتجارة والإستثمار,01021892727,hany@almashreq-egy.com,,96 شارع محمد على مكارم  						محافظة أسيوط,مواد البناء,452,2025-07-22T04:52:05.722266
4371,البدر للاستيراد والتصدير وتوريد المنتجات الغذائية ومنتجات الالبان,,Hanybadr2008@gmail.com,,محافظة الجيزة,الصناعات الغذائية,453,2025-07-22T04:52:08.351639
4372,فاربن للدهانات الحديثه,01050458880,h.hemdy@yahoo.com,http://www.farbenpaints.com,امتداد المنطقه الصناعية السابعه / مدينة السادات   						محافظة المنوفية,مواد البناء,453,2025-07-22T04:52:08.352313
4373,كراسي الإتربي,2324381(2057+),etrby@hotmail.com,,شارع المتبولي   						محافظة دمياط,الأثاث,453,2025-07-22T04:52:08.352959
4374,القصاص للاستيراد والتصديى,,hanyalksas193@gmail.com,,محافظة الأقصر,الأثاث,453,2025-07-22T04:52:08.353514
4375,مكتب بيور هيربس للاستيراد والتصدير,,civilashri@gmail.com,,محافظة الفيوم,الأثاث,453,2025-07-22T04:52:08.354064
4376,ساندرا لإنتاج العطور و مستحضرات التجميل,01285817772,hanyemad1511@gmail.com,https://sandracosmetics.odoo.com/,الاسماعيلية ش هدي الشعراوي  						محافظة الإسماعيلية,الصناعات الكيماوية والأسمدة,453,2025-07-22T04:52:08.354621
4377,شركة سيليكوتيك لمنتجات السيليكون المطاطي والبلاستيك,,hanym7@gmail.com,,محافظة الجيزة,الأثاث,453,2025-07-22T04:52:08.355161
4378,هاي تك للمنسوجات مصر,002034500435,Ship1.eg@hitech-textile.com,http://hitech-textile.com,شارع رقم 14 - منطقة العامرية الحرة  						محافظة الاسكندرية,الغزل والمنسوجات,453,2025-07-22T04:52:08.355773
4379,شركة الجسمانية للمقاولات العامة والتوردات ش.م.م,,AljsmanaForContracting@gmail.com,,محافظة الاسكندرية,الأثاث,453,2025-07-22T04:52:08.356342
4380,الشركة الوطنية لصناعة انابيب الالومنيوم – تيوب,+(2055) 4501266,Hani.nagati@tube-tube.com,http://www.tube-tube.com,المنطقة الصناعية الرابعة B4  القطعة 109 شرق  العاشر من رمضان   						محافظة القاهرة,الصناعات الهندسية,453,2025-07-22T04:52:08.356959
4381,اكس وورك - EX Work,,heba.ibrahem85@yahoo.com,,المنصورة - مدينة السلام - 9 شارع القدس  						محافظة الدقهلية,الصناعات اليدوية,454,2025-07-22T04:52:11.006065
4382,اكس وورك,01005367975,exwork2017@gmail.com,,المنصورة-مدينة السلام-9شارع القدس   						محافظة الدقهلية,الصناعات اليدوية,454,2025-07-22T04:52:11.007256
4383,المنارة للتصدير,0403338284,Exporter.manager90@gmail.com,,امام عطوان - طنطا اسكان الغربية  						محافظة الغربية,الحاصلات الزراعية,454,2025-07-22T04:52:11.007874
4384,شركة المدينة للصناعات الدوائية,002024045409,export@mpi-arabian.net,http://www.mpiarabian.com,77 ب طريق النصر - مدينة نصر  الدور السادس شقة 63  						محافظة القاهرة,الصناعات الغذائية,454,2025-07-22T04:52:11.008499
4385,دماسكو,,marketing@dmascoplast.com,,محافظة الجيزة,الأثاث,454,2025-07-22T04:52:11.009059
4386,Healthy family,01281172007,hoba_star8799@yahoo.com,,محافظة الشرقية,الصناعات الغذائية,454,2025-07-22T04:52:11.009621
4387,selection,,selection.imp.exp@gmail.com,,محافظة الجيزة,الأثاث,454,2025-07-22T04:52:11.010400
4388,مؤسسة هيا,,macopy@gmail.com,,محافظة البحيرة,الأثاث,454,2025-07-22T04:52:11.011229
4389,شركة مركز الخدمات والتكنولوجيا CTS,0842151966,CTS.cons@hotmail.com,,ميدان المسله _ محافظة الفيوم  						محافظة الفيوم,الحاصلات الزراعية,454,2025-07-22T04:52:11.011819
4390,شركة هشام احمد محمد الصاوى وشركاه,٠١٠٢٣٩٠٦٠٥٥,darprint1@gmail.com,,الاسكندرية  						محافظة الاسكندرية,الطباعة والتغليف والورق,454,2025-07-22T04:52:11.012417
4391,الحمد للتخليص الجمركى والاستيراد والتصدير,,elhamed_eg@yahoo.com,,محافظة الاسكندرية,الأثاث,455,2025-07-22T04:52:13.667769
4392,فيرارا للمقاولات,,ferarra.company@gmail.com,,محافظة الاسكندرية,الأثاث,455,2025-07-22T04:52:13.668326
4393,INTERNATIONAL LOGISTICS CENTRE,034288669,hesholines@gmail.com,http://www.internationllogisticscenter.org,27 شارع أدمون فرمون - سموحة - سيدى جابر  						محافظة الاسكندرية,الأثاث,455,2025-07-22T04:52:13.668921
4394,ميدستار ايجيبت انترتريد,01093211012,Hesham.alagbari@midstar.com,,العجوزة  						محافظة القاهرة,الحاصلات الزراعية,455,2025-07-22T04:52:13.669472
4395,الفاروق للاستيراد و التصدير,00201000401148,hesham.faruok@gmail.com,http://www.alfarouk.co,٧٦ ش ابوبكر الصديق مصر الجديده  						محافظة القاهرة,الحاصلات الزراعية,455,2025-07-22T04:52:13.670026
4396,هشام محمد السعيد مصطفى الرزي,,elrozzyhesham@gmail.com,,كفر البطيخ - طريق الميناء  						محافظة دمياط,الأثاث,455,2025-07-22T04:52:13.670580
4397,hunter,+101006059334,elhunterh@yahoo.com,,103 شارع الهرم برج الرياض   						محافظة الجيزة,الحاصلات الزراعية,455,2025-07-22T04:52:13.671128
4398,اكوا جولد لتصنيع المواسير وقطع البولي بروبلين,01110076661,Aquagold.ppr@gmail.com,,وحده 63 و 64 بمجمع مرغم للصناعات البلاستيكية - مرغم - الاسكندرية - جمهورية مصر العربية  						محافظة الاسكندرية,الصناعات الكيماوية والأسمدة,455,2025-07-22T04:52:13.671712
4399,مجموعة الانشطة الهندسية انتاج,0020244891061,pasant@entag.net,http://www.entag.net,مدينة العبور - المنطقة الصناعية الأولى - الأمتداد الشمالى - بلوك 12013  قطعة (5) ش 116 من ش 110  						محافظة القليوبية,الصناعات الهندسية,455,2025-07-22T04:52:13.672296
4400,شركة مصر للغزل والنسج,040/2229669,misrmehalla@outlook.com,http://www.misrmehalla.com,المحله الكبرى - شارع طلعن حرب   						محافظة الغربية,المفروشات المنزلية,455,2025-07-22T04:52:13.672927
4401,هشام شيرت,,heshamshirt@gmail.com,,محافظة الاسكندرية,الأثاث,456,2025-07-22T04:52:16.270505
4402,منشأة المعارف للطباعة والنشر والتوزيع,4853055,monchaa27@yahoo.com,,44 ش سعد زغلول - محطة الرمل  						محافظة الاسكندرية,الكتب والمصنفات الفنية,456,2025-07-22T04:52:16.271073
4403,سوبرلايف ميشن تيم,,hamam.abdeltwab@gmail.com,,محافظة الاسكندرية,الأثاث,456,2025-07-22T04:52:16.271983
4404,هنا ترانس للأثاث,06747523 (2010)+,info@hana-furniture.com,http://hana-furniture.com/,السنانيه  						محافظة دمياط,الأثاث,456,2025-07-22T04:52:16.272646
4405,International Chemicals & Plastics co,03/4625054,hendhassan46@yahoo.com,,المنطقة الصناعية الثانية - قطعة 1،2 بلوك 27 مدينة برج العرب الجديدة   						محافظة الاسكندرية,الصناعات الطبية,456,2025-07-22T04:52:16.273288
4406,Spices-kingdom,01070772898,info@spices-kingdom.com,http://www.Spices-kingdom.com,Industrial Zone، Obour City - Egypt   						محافظة القاهرة,الحاصلات الزراعية,456,2025-07-22T04:52:16.273871
4407,ار ام ال للتصدير,,rtfgmod@gmail.com,,محافظة الاسكندرية,الأثاث,456,2025-07-22T04:52:16.274418
4408,هيئة وادى النيل للملاحه النهريه,01156669433 , 01221529640 , 01223721740,nilevalleycom@hotmail.com,http://nilevalley.bitballoon.com/,مكتب القاهره محطه الليمون -خلف مبنى بريد الازبكيه - رمسيس / مكتب اسوان 116 طريق السادات اسوان  						محافظة القاهرة,الأثاث,456,2025-07-22T04:52:16.274957
4409,( الشركة المصرية الالمانية هانز للدهانات),,nilevalleycom1@gmail.com,http://www.hanzpaints.com,محافظة أسوان,الأثاث,456,2025-07-22T04:52:16.275539
4410,المنوفية لتصدير الشتلات والبذور الزراعية,01092746633,mashatel.menofia@gmail.com,,بتبس شبين الكوم شارع النقطة الثابتة  						محافظة المنوفية,الحاصلات الزراعية,456,2025-07-22T04:52:16.276106
4411,الهيثم للتصدير والاستيراد والتخليص الجمركي,20573419566+,alhaithaminttrade@gmail.com,,دمياط-فارسكور -الحوراني  						محافظة دمياط,الأثاث,457,2025-07-22T04:52:18.937781
4412,شركه الحبيب للتصدير,00201003157277,Hy100900@gmail.com,,مدينه نصر القاهره   						محافظة القاهرة,الحاصلات الزراعية,457,2025-07-22T04:52:18.938397
4413,السقاري ماشينري,01068801796,sakkary.com@gmail.com,http://www.sakkary.com,16 شارع نجيب الريحاني وسط البلد  						محافظة القاهرة,الصناعات الهندسية,457,2025-07-22T04:52:18.938981
4414,شركة هيثم محمد محمد السيوري وشريكة,01094800088,elbih_haytham@yahoo.com,,الزقازيق  						محافظة الشرقية,الصناعات الغذائية,457,2025-07-22T04:52:18.939527
4415,جولدن شيب لوجيستيك لخدمات الشحن والتخليص الجمركى,01229503026,goldenship2012@gmail.com,,شارع النصر-خلف مستوصف ابن خلدون - البرج الادارى -الدور 3 شقة 302   						محافظة الاسكندرية,الحاصلات الزراعية,457,2025-07-22T04:52:18.940073
4416,الشركة المصرية المتحدة للسكر ش.م.م,02 23818044,haytham.elhamy@savola.com,http://www.savola.com,المنطقة الصناعية بالحى السادس - مدينة نصر  						محافظة القاهرة,الصناعات الغذائية,457,2025-07-22T04:52:18.940654
